  -1102.0000	      0.0182	      0.0201	      0.0186	      0.0211	      0.0217	      0.0224	
  -1104.0000	      0.0176	      0.0184	      0.0198	      0.0210	      0.0212	      0.0230	
  -1106.0000	      0.0179	      0.0182	      0.0194	      0.0201	      0.0212	      0.0226	
  -1108.0000	      0.0176	      0.0190	      0.0192	      0.0198	      0.0216	      0.0222	
  -1110.0000	      0.0173	      0.0175	      0.0185	      0.0201	      0.0202	      0.0213	
  -1112.0000	      0.0163	      0.0167	      0.0183	      0.0200	      0.0197	      0.0209	
  -1114.0000	      0.0156	      0.0167	      0.0178	      0.0193	      0.0200	      0.0202	
  -1116.0000	      0.0158	      0.0170	      0.0177	      0.0183	      0.0197	      0.0201	
  -1118.0000	      0.0156	      0.0169	      0.0180	      0.0181	      0.0194	      0.0206	
  -1120.0000	      0.0158	      0.0167	      0.0176	      0.0177	      0.0190	      0.0199	
  -1122.0000	      0.0162	      0.0163	      0.0170	      0.0178	      0.0184	      0.0199	
  -1124.0000	      0.0170	      0.0162	      0.0172	      0.0190	      0.0194	      0.0201	
  -1126.0000	      0.0159	      0.0173	      0.0182	      0.0188	      0.0189	      0.0190	
  -1128.0000	      0.0158	      0.0178	      0.0163	      0.0181	      0.0190	      0.0208	
  -1130.0000	      0.0156	      0.0176	      0.0173	      0.0188	      0.0186	      0.0194	
  -1132.0000	      0.0151	      0.0175	      0.0170	      0.0181	      0.0188	      0.0205	
  -1134.0000	      0.0156	      0.0160	      0.0167	      0.0188	      0.0183	      0.0192	
  -1136.0000	      0.0151	      0.0162	      0.0161	      0.0168	      0.0179	      0.0193	
  -1138.0000	      0.0155	      0.0159	      0.0168	      0.0181	      0.0175	      0.0187	
  -1140.0000	      0.0157	      0.0161	      0.0171	      0.0170	      0.0178	      0.0200	
  -1142.0000	      0.0150	      0.0162	      0.0181	      0.0176	      0.0196	      0.0196	
  -1144.0000	      0.0164	      0.0167	      0.0174	      0.0190	      0.0203	      0.0200	
  -1146.0000	      0.0161	      0.0178	      0.0177	      0.0191	      0.0193	      0.0209	
  -1148.0000	      0.0168	      0.0183	      0.0189	      0.0202	      0.0206	      0.0221	
  -1150.0000	      0.0175	      0.0181	      0.0200	      0.0202	      0.0215	      0.0218	
  -1152.0000	      0.0184	      0.0197	      0.0197	      0.0223	      0.0221	      0.0226	
  -1154.0000	      0.0185	      0.0216	      0.0216	      0.0222	      0.0241	      0.0245	
  -1156.0000	      0.0203	      0.0209	      0.0224	      0.0242	      0.0242	      0.0250	
  -1158.0000	      0.0201	      0.0217	      0.0224	      0.0231	      0.0242	      0.0246	
  -1160.0000	      0.0213	      0.0208	      0.0229	      0.0231	      0.0243	      0.0265	
  -1162.0000	      0.0221	      0.0217	      0.0234	      0.0240	      0.0254	      0.0261	
  -1164.0000	      0.0215	      0.0221	      0.0231	      0.0247	      0.0256	      0.0269	
  -1166.0000	      0.0214	      0.0228	      0.0237	      0.0255	      0.0252	      0.0276	
  -1168.0000	      0.0223	      0.0236	      0.0246	      0.0250	      0.0267	      0.0280	
  -1170.0000	      0.0220	      0.0229	      0.0247	      0.0271	      0.0272	      0.0279	
  -1172.0000	      0.0234	      0.0244	      0.0252	      0.0269	      0.0288	      0.0292	
  -1174.0000	      0.0244	      0.0253	      0.0276	      0.0284	      0.0292	      0.0310	
  -1176.0000	      0.0253	      0.0263	      0.0282	      0.0289	      0.0308	      0.0324	
  -1178.0000	      0.0263	      0.0281	      0.0299	      0.0313	      0.0316	      0.0336	
  -1180.0000	      0.0274	      0.0300	      0.0310	      0.0315	      0.0335	      0.0357	
  -1182.0000	      0.0293	      0.0310	      0.0318	      0.0341	      0.0358	      0.0371	
  -1184.0000	      0.0311	      0.0326	      0.0347	      0.0357	      0.0376	      0.0387	
  -1186.0000	      0.0319	      0.0342	      0.0352	      0.0371	      0.0385	      0.0397	
  -1188.0000	      0.0327	      0.0356	      0.0364	      0.0394	      0.0415	      0.0420	
  -1190.0000	      0.0349	      0.0357	      0.0377	      0.0395	      0.0416	      0.0438	
  -1192.0000	      0.0364	      0.0377	      0.0394	      0.0431	      0.0438	      0.0455	
  -1194.0000	      0.0366	      0.0391	      0.0413	      0.0427	      0.0449	      0.0466	
  -1196.0000	      0.0371	      0.0417	      0.0426	      0.0450	      0.0462	      0.0483	
  -1198.0000	      0.0405	      0.0425	      0.0438	      0.0463	      0.0491	      0.0508	
  -1200.0000	      0.0415	      0.0437	      0.0456	      0.0477	      0.0503	      0.0530	
  -1202.0000	      0.0422	      0.0456	      0.0483	      0.0498	      0.0521	      0.0546	
  -1204.0000	      0.0447	      0.0463	      0.0494	      0.0526	      0.0545	      0.0566	
  -1206.0000	      0.0473	      0.0481	      0.0516	      0.0542	      0.0571	      0.0595	
  -1208.0000	      0.0482	      0.0510	      0.0548	      0.0577	      0.0594	      0.0622	
  -1210.0000	      0.0501	      0.0538	      0.0552	      0.0592	      0.0619	      0.0651	
  -1212.0000	      0.0521	      0.0555	      0.0585	      0.0612	      0.0646	      0.0661	
  -1214.0000	      0.0540	      0.0574	      0.0606	      0.0643	      0.0673	      0.0720	
  -1216.0000	      0.0560	      0.0600	      0.0640	      0.0679	      0.0715	      0.0744	
  -1218.0000	      0.0584	      0.0643	      0.0683	      0.0719	      0.0754	      0.0801	
  -1220.0000	      0.0627	      0.0680	      0.0725	      0.0777	      0.0821	      0.0864	
  -1222.0000	      0.0666	      0.0719	      0.0785	      0.0836	      0.0895	      0.0948	
  -1224.0000	      0.0714	      0.0776	      0.0842	      0.0919	      0.0986	      0.1046	
  -1226.0000	      0.0773	      0.0844	      0.0932	      0.1016	      0.1095	      0.1175	
  -1228.0000	      0.0822	      0.0923	      0.1018	      0.1119	      0.1213	      0.1326	
  -1230.0000	      0.0889	      0.1003	      0.1127	      0.1253	      0.1366	      0.1488	
  -1232.0000	      0.0970	      0.1098	      0.1268	      0.1415	      0.1562	      0.1695	
  -1234.0000	      0.1052	      0.1227	      0.1402	      0.1581	      0.1776	      0.1933	
  -1236.0000	      0.1154	      0.1371	      0.1570	      0.1785	      0.2001	      0.2212	
  -1238.0000	      0.1259	      0.1497	      0.1750	      0.2008	      0.2247	      0.2494	
  -1240.0000	      0.1359	      0.1650	      0.1933	      0.2215	      0.2511	      0.2795	
  -1242.0000	      0.1462	      0.1786	      0.2106	      0.2422	      0.2753	      0.3072	
  -1244.0000	      0.1549	      0.1905	      0.2259	      0.2601	      0.2952	      0.3314	
  -1246.0000	      0.1623	      0.1996	      0.2373	      0.2740	      0.3120	      0.3496	
  -1248.0000	      0.1672	      0.2059	      0.2441	      0.2827	      0.3210	      0.3599	
  -1250.0000	      0.1706	      0.2082	      0.2466	      0.2838	      0.3233	      0.3604	
  -1252.0000	      0.1711	      0.2078	      0.2448	      0.2807	      0.3183	      0.3544	
  -1254.0000	      0.1719	      0.2056	      0.2386	      0.2730	      0.3063	      0.3420	
  -1256.0000	      0.1691	      0.2009	      0.2317	      0.2629	      0.2937	      0.3251	
  -1258.0000	      0.1665	      0.1959	      0.2229	      0.2513	      0.2779	      0.3068	
  -1260.0000	      0.1644	      0.1892	      0.2152	      0.2387	      0.2629	      0.2876	
  -1262.0000	      0.1639	      0.1853	      0.2068	      0.2277	      0.2485	      0.2705	
  -1264.0000	      0.1632	      0.1825	      0.2009	      0.2193	      0.2380	      0.2557	
  -1266.0000	      0.1641	      0.1813	      0.1962	      0.2144	      0.2294	      0.2462	
  -1268.0000	      0.1658	      0.1797	      0.1945	      0.2097	      0.2246	      0.2393	
  -1270.0000	      0.1679	      0.1806	      0.1938	      0.2083	      0.2212	      0.2354	
  -1272.0000	      0.1725	      0.1840	      0.1970	      0.2091	      0.2216	      0.2341	
  -1274.0000	      0.1765	      0.1884	      0.1996	      0.2108	      0.2226	      0.2347	
  -1276.0000	      0.1823	      0.1930	      0.2042	      0.2146	      0.2261	      0.2380	
  -1278.0000	      0.1875	      0.1999	      0.2106	      0.2206	      0.2322	      0.2445	
  -1280.0000	      0.1957	      0.2060	      0.2179	      0.2294	      0.2402	      0.2496	
  -1282.0000	      0.2034	      0.2154	      0.2263	      0.2369	      0.2488	      0.2600	
  -1284.0000	      0.2120	      0.2242	      0.2350	      0.2461	      0.2574	      0.2692	
  -1286.0000	      0.2205	      0.2335	      0.2452	      0.2565	      0.2690	      0.2794	
  -1288.0000	      0.2304	      0.2440	      0.2558	      0.2675	      0.2793	      0.2917	
  -1290.0000	      0.2414	      0.2541	      0.2663	      0.2791	      0.2912	      0.3031	
  -1292.0000	      0.2519	      0.2651	      0.2768	      0.2900	      0.3033	      0.3169	
  -1294.0000	      0.2624	      0.2757	      0.2901	      0.3032	      0.3163	      0.3308	
  -1296.0000	      0.2742	      0.2881	      0.3025	      0.3168	      0.3304	      0.3451	
  -1298.0000	      0.2873	      0.3006	      0.3158	      0.3298	      0.3451	      0.3593	
  -1300.0000	      0.2997	      0.3142	      0.3296	      0.3441	      0.3602	      0.3750	
  -1302.0000	      0.3132	      0.3291	      0.3453	      0.3607	      0.3750	      0.3917	
  -1304.0000	      0.3278	      0.3437	      0.3593	      0.3768	      0.3943	      0.4091	
  -1306.0000	      0.3425	      0.3588	      0.3761	      0.3947	      0.4100	      0.4273	
  -1308.0000	      0.3562	      0.3750	      0.3931	      0.4105	      0.4294	      0.4452	
  -1310.0000	      0.3732	      0.3910	      0.4094	      0.4283	      0.4475	      0.4659	
  -1312.0000	      0.3882	      0.4076	      0.4261	      0.4463	      0.4647	      0.4858	
  -1314.0000	      0.4046	      0.4253	      0.4451	      0.4662	      0.4859	      0.5061	
  -1316.0000	      0.4230	      0.4430	      0.4639	      0.4857	      0.5069	      0.5275	
  -1318.0000	      0.4408	      0.4620	      0.4855	      0.5075	      0.5291	      0.5508	
  -1320.0000	      0.4595	      0.4827	      0.5054	      0.5290	      0.5521	      0.5746	
  -1322.0000	      0.4799	      0.5038	      0.5280	      0.5527	      0.5765	      0.6001	
  -1324.0000	      0.5010	      0.5272	      0.5518	      0.5766	      0.6019	      0.6271	
  -1326.0000	      0.5228	      0.5494	      0.5758	      0.6020	      0.6283	      0.6546	
  -1328.0000	      0.5465	      0.5729	      0.6005	      0.6279	      0.6563	      0.6821	
  -1330.0000	      0.5697	      0.5981	      0.6273	      0.6549	      0.6840	      0.7128	
  -1332.0000	      0.5924	      0.6245	      0.6533	      0.6821	      0.7127	      0.7422	
  -1334.0000	      0.6189	      0.6508	      0.6812	      0.7112	      0.7429	      0.7733	
  -1336.0000	      0.6451	      0.6765	      0.7093	      0.7417	      0.7742	      0.8048	
  -1338.0000	      0.6720	      0.7052	      0.7381	      0.7722	      0.8060	      0.8389	
  -1340.0000	      0.6991	      0.7343	      0.7686	      0.8036	      0.8387	      0.8741	
  -1342.0000	      0.7275	      0.7653	      0.8007	      0.8377	      0.8729	      0.9095	
  -1344.0000	      0.7576	      0.7954	      0.8324	      0.8715	      0.9091	      0.9459	
  -1346.0000	      0.7877	      0.8284	      0.8672	      0.9060	      0.9462	      0.9856	
  -1348.0000	      0.8200	      0.8606	      0.9019	      0.9432	      0.9844	      1.0255	
